approved,loan_amount,income,debt_to_income_ratio,loan_to_value_ratio,loan_purpose,applicant_race-1,applicant_sex,applicant_age,property_value,occupancy_type
1,55000.0,198.0,<20%,65.59,2,5.0,2,25-34,345000,1
0,165000.0,107.0,30%-<36%,80.0,1,5.0,1,25-34,205000,1
1,425000.0,195.0,20%-<30%,71.429,1,5.0,1,45-54,595000,1
1,345000.0,113.0,44,92.0,31,3.0,1,25-34,375000,1
1,195000.0,87.0,39,49.987,1,6.0,3,55-64,395000,1
1,305000.0,167.0,20%-<30%,80.0,1,6.0,2,35-44,385000,1
1,635000.0,268.0,20%-<30%,88.0,1,5.0,1,25-34,725000,1
0,205000.0,73.0,43,100.616,1,6.0,3,25-34,205000,1
0,245000.0,280.0,<20%,89.97,4,6.0,2,25-34,435000,1
1,265000.0,70.0,47,100.0,1,5.0,1,25-34,265000,1
0,225000.0,140.0,20%-<30%,80.0,32,5.0,2,45-54,285000,1
1,225000.0,73.0,43,102.12,1,5.0,1,45-54,235000,1
0,105000.0,102.0,40,37.855,31,5.0,2,>74,275000,2
1,405000.0,426.0,30%-<36%,80.72,31,5.0,2,35-44,1095000,1
0,315000.0,85.0,50%-60%,69.73,31,5.0,2,25-34,455000,1
1,45000.0,92.0,<20%,29.197,32,5.0,1,25-34,135000,1
0,315000.0,134.0,40,97.0,1,3.0,1,25-34,325000,1
1,445000.0,205.0,39,80.0,1,5.0,1,35-44,555000,1
1,285000.0,120.0,30%-<36%,75.0,1,5.0,2,35-44,385000,1
1,255000.0,112.0,39,96.5,1,5.0,2,55-64,265000,1
1,235000.0,58.0,43,90.0,1,21.0,1,45-54,255000,1
1,245000.0,135.0,20%-<30%,74.55,1,2.0,1,45-54,335000,1
1,105000.0,257.0,42,57.057,1,5.0,2,45-54,1315000,1
1,85000.0,64.0,50%-60%,39.08,32,5.0,2,55-64,205000,1
1,195000.0,78.0,39,96.5,1,3.0,1,55-64,205000,1
1,305000.0,108.0,42,95.0,1,2.0,1,35-44,315000,1
1,995000.0,526.0,30%-<36%,80.0,1,5.0,2,25-34,1235000,3
1,385000.0,79.0,50%-60%,96.5,1,6.0,3,25-34,395000,1
1,215000.0,130.0,20%-<30%,70.0,32,5.0,1,45-54,305000,1
0,125000.0,108.0,>60%,55.928,32,5.0,2,55-64,225000,1
1,295000.0,112.0,39,96.5,1,5.0,2,25-34,295000,1
1,365000.0,118.0,30%-<36%,80.0,1,2.0,1,25-34,465000,1
1,205000.0,68.0,30%-<36%,95.0,1,5.0,1,35-44,225000,1
1,135000.0,99.0,20%-<30%,69.674,31,2.0,1,65-74,195000,3
1,115000.0,79.0,30%-<36%,,4,6.0,1,45-54,,1
1,455000.0,150.0,48,96.5,1,6.0,1,65-74,465000,1
0,145000.0,120.0,<20%,80.0,1,5.0,1,35-44,185000,2
0,125000.0,16.0,>60%,,1,5.0,2,55-64,,1
1,175000.0,67.0,20%-<30%,96.5,1,5.0,1,25-34,185000,1
1,515000.0,414.0,<20%,80.0,1,6.0,1,65-74,645000,1
1,155000.0,83.0,<20%,75.0,1,5.0,2,35-44,205000,1
0,275000.0,101.0,>60%,80.0,1,5.0,2,35-44,345000,3
1,185000.0,71.0,36,73.73,32,5.0,1,45-54,255000,1
1,265000.0,185.0,49,96.5,1,5.0,1,<25,275000,1
1,355000.0,189.0,36,95.0,1,5.0,1,<25,375000,1
1,165000.0,54.0,46,102.408,1,3.0,2,55-64,175000,1
1,205000.0,71.0,44,97.0,1,6.0,1,35-44,215000,1
1,395000.0,263.0,30%-<36%,70.0,32,2.0,1,35-44,575000,3
1,275000.0,60.0,46,100.0,1,6.0,3,25-34,265000,1
1,285000.0,82.0,41,80.0,1,5.0,2,35-44,355000,1
0,55000.0,175.0,30%-<36%,94.231,2,5.0,1,25-34,575000,1
1,275000.0,57.0,46,80.0,1,5.0,2,65-74,345000,1
1,235000.0,76.0,50%-60%,87.82,31,5.0,2,45-54,265000,1
1,405000.0,78.0,36,88.962,1,5.0,1,45-54,455000,1
1,5000.0,63.0,50%-60%,100.43,1,6.0,3,<25,165000,1
1,375000.0,172.0,30%-<36%,51.724,1,5.0,1,35-44,725000,1
1,375000.0,146.0,45,95.0,1,5.0,1,35-44,395000,1
1,235000.0,78.0,30%-<36%,90.0,1,5.0,1,25-34,265000,1
1,515000.0,432.0,20%-<30%,65.94,4,5.0,1,55-64,775000,2
1,195000.0,43.0,50%-60%,100.66,1,5.0,1,25-34,205000,1
1,185000.0,97.0,49,75.0,1,6.0,3,25-34,255000,3
1,345000.0,70.0,47,,1,3.0,1,35-44,345000,1
0,55000.0,5.0,>60%,62.68,2,5.0,2,45-54,255000,1
0,555000.0,56.0,>60%,100.0,1,3.0,1,25-34,555000,1
1,325000.0,97.0,36,80.0,1,6.0,3,45-54,405000,1
1,505000.0,189.0,41,100.0,1,5.0,1,35-44,505000,1
1,445000.0,159.0,49,80.0,1,6.0,1,55-64,565000,2
1,45000.0,260.0,Exempt,Exempt,1,5.0,1,25-34,Exempt,1
1,175000.0,175.0,<20%,43.0,1,5.0,1,65-74,425000,1
0,355000.0,351.0,20%-<30%,63.76,1,5.0,1,45-54,1255000,1
1,175000.0,50.0,30%-<36%,100.0,1,5.0,1,25-34,175000,1
0,145000.0,49.0,50%-60%,,1,3.0,1,25-34,155000,1
1,325000.0,211.0,40,90.0,1,5.0,2,25-34,355000,1
0,225000.0,70.0,>60%,76.25,32,6.0,3,35-44,305000,1
1,455000.0,60.0,50%-60%,,1,5.0,1,35-44,505000,1
1,405000.0,129.0,42,100.0,1,5.0,1,25-34,405000,1
1,135000.0,67.0,42,52.0,4,5.0,2,55-64,255000,1
1,285000.0,72.0,50%-60%,96.5,1,5.0,1,25-34,295000,1
1,595000.0,263.0,20%-<30%,80.0,1,5.0,1,55-64,745000,1
1,55000.0,64.0,39,73.37,2,5.0,1,25-34,205000,1
1,295000.0,85.0,49,58.14,31,5.0,2,45-54,515000,1
0,275000.0,171.0,20%-<30%,61.44,1,5.0,1,65-74,445000,1
0,485000.0,133.0,42,74.0,32,2.0,1,35-44,655000,1
0,325000.0,91.0,50%-60%,79.01,1,2.0,1,25-34,405000,1
1,295000.0,742.0,<20%,75.0,1,5.0,2,45-54,395000,3
1,425000.0,269.0,20%-<30%,80.0,1,5.0,2,35-44,535000,1
1,555000.0,177.0,38,62.0,32,5.0,1,55-64,905000,1
1,245000.0,153.0,48,50.0,1,3.0,1,35-44,495000,1
1,75000.0,74.0,40,79.99,2,6.0,3,>74,225000,1
1,175000.0,56.0,30%-<36%,55.738,32,5.0,2,65-74,305000,1
1,385000.0,112.0,39,90.0,1,5.0,2,55-64,425000,1
1,45000.0,180.0,30%-<36%,77.0,2,5.0,1,35-44,775000,1
0,235000.0,54.0,40,56.46,32,2.0,2,25-34,425000,1
1,125000.0,61.0,37,68.96,1,5.0,1,45-54,175000,3
0,225000.0,68.0,50%-60%,82.555,32,6.0,1,55-64,275000,1
0,175000.0,77.0,20%-<30%,73.28,31,3.0,2,45-54,245000,1
1,225000.0,181.0,30%-<36%,76.706,32,5.0,1,35-44,285000,3
1,65000.0,34.0,44,90.0,1,5.0,1,45-54,75000,1
1,385000.0,167.0,30%-<36%,97.0,1,5.0,2,25-34,395000,1
1,85000.0,96.0,<20%,48.0,31,6.0,3,45-54,185000,1
1,145000.0,129.0,20%-<30%,46.469,31,5.0,1,55-64,325000,1
1,195000.0,90.0,30%-<36%,67.857,1,5.0,1,45-54,285000,1
1,565000.0,202.0,45,90.0,1,5.0,1,35-44,625000,1
0,995000.0,523.0,20%-<30%,83.333,1,5.0,1,25-34,1205000,1
0,155000.0,77.0,46,,1,6.0,1,25-34,,1
1,385000.0,158.0,20%-<30%,85.393,1,6.0,3,35-44,445000,1
1,5000.0,67.0,48,100.427,1,3.0,2,45-54,245000,1
1,265000.0,161.0,30%-<36%,75.0,1,2.0,1,55-64,355000,3
0,395000.0,179.0,30%-<36%,70.909,1,5.0,2,45-54,555000,1
0,265000.0,130.0,48,80.0,32,5.0,2,45-54,325000,1
1,375000.0,125.0,30%-<36%,96.5,1,5.0,2,25-34,385000,1
1,375000.0,124.0,37,96.5,1,2.0,1,25-34,385000,1
1,315000.0,98.0,50%-60%,95.0,1,6.0,3,35-44,325000,1
1,125000.0,38.0,44,85.0,1,5.0,2,25-34,145000,1
1,365000.0,108.0,50%-60%,96.5,1,3.0,2,35-44,375000,1
1,545000.0,251.0,45,62.273,32,5.0,1,25-34,885000,1
1,95000.0,38.0,38,95.0,1,5.0,1,45-54,105000,1
0,145000.0,36.0,>60%,18.667,32,5.0,2,35-44,755000,1
0,15000.0,3135.0,<20%,40.0,4,3.0,2,<25,25000,1
0,195000.0,40.0,>60%,93.26,4,5.0,1,45-54,305000,1
1,215000.0,107.0,30%-<36%,63.939,31,5.0,1,35-44,335000,1
1,45000.0,41.0,20%-<30%,15.946,31,5.0,1,45-54,285000,1
1,985000.0,303.0,30%-<36%,84.556,1,3.0,1,45-54,1155000,1
1,255000.0,110.0,30%-<36%,96.5,1,6.0,1,25-34,265000,1
1,205000.0,95.0,45,75.0,1,2.0,1,55-64,275000,3
1,45000.0,108.0,40,79.95,4,5.0,1,35-44,465000,1
1,335000.0,75.0,48,95.0,1,5.0,2,35-44,355000,1
0,305000.0,75.0,42,76.25,32,6.0,3,35-44,405000,1
0,35000.0,116.0,50%-60%,91.914,4,3.0,1,35-44,315000,1
1,295000.0,150.0,48,75.0,1,3.0,1,55-64,395000,3
1,105000.0,136.0,20%-<30%,78.77,4,6.0,1,25-34,325000,1
0,55000.0,100.0,20%-<30%,61.478,2,6.0,2,35-44,245000,1
1,655000.0,247.0,42,100.0,1,5.0,1,25-34,655000,1
0,225000.0,154.0,20%-<30%,36.0,32,5.0,1,65-74,645000,1
1,445000.0,139.0,36,95.0,1,5.0,1,55-64,465000,1
1,645000.0,562.0,<20%,53.934,32,5.0,2,45-54,1205000,1
1,95000.0,38.0,44,57.5,32,6.0,3,35-44,165000,1
1,85000.0,185.0,<20%,86.0,1,3.0,2,65-74,105000,2
1,155000.0,123.0,50%-60%,79.688,4,6.0,3,35-44,575000,1
1,185000.0,94.0,43,68.0,1,6.0,1,65-74,275000,1
1,485000.0,217.0,30%-<36%,95.0,1,5.0,1,25-34,515000,1
1,295000.0,95.0,46,99.45,1,3.0,2,<25,305000,1
1,1105000.0,257.0,36,73.333,1,5.0,1,35-44,1505000,1
1,555000.0,141.0,30%-<36%,95.0,1,2.0,1,25-34,585000,1
1,385000.0,100.0,48,75.0,1,6.0,1,35-44,515000,1
1,245000.0,92.0,30%-<36%,50.0,1,6.0,2,55-64,485000,1
1,755000.0,321.0,20%-<30%,68.49,1,5.0,2,45-54,1095000,1
1,305000.0,91.0,46,95.0,1,5.0,2,25-34,325000,1
1,355000.0,104.0,50%-60%,100.428,1,5.0,1,25-34,365000,1
0,205000.0,69.0,20%-<30%,46.75,2,5.0,2,55-64,425000,1
1,125000.0,65.0,30%-<36%,,1,6.0,1,65-74,125000,1
0,135000.0,36.0,50%-60%,32.5,31,5.0,2,>74,405000,1
0,205000.0,58.0,41,57.714,31,6.0,3,65-74,355000,1
1,255000.0,87.0,30%-<36%,95.0,1,5.0,2,35-44,265000,1
0,435000.0,95.0,44,79.182,1,5.0,1,25-34,555000,1
1,85000.0,173.0,20%-<30%,79.49,4,5.0,1,55-64,455000,1
1,215000.0,154.0,40,69.63,31,6.0,3,35-44,305000,3
0,65000.0,54.0,>60%,,1,6.0,2,<25,95000,1
1,115000.0,68.0,20%-<30%,52.38,1,1.0,1,55-64,215000,1
1,55000.0,45.0,20%-<30%,,1,5.0,1,<25,55000,1
1,425000.0,144.0,30%-<36%,80.0,31,5.0,1,55-64,535000,1
1,125000.0,37.0,45,60.67,32,6.0,1,45-54,205000,1
1,665000.0,267.0,,,1,5.0,1,55-64,,1
0,85000.0,5.0,<20%,95.0,1,5.0,1,<25,85000,1
1,505000.0,98.0,48,95.0,1,2.0,1,25-34,535000,1
1,105000.0,112.0,43,16.287,32,5.0,2,55-64,615000,2
1,605000.0,124.0,50%-60%,100.0,1,5.0,1,35-44,605000,1
1,275000.0,174.0,20%-<30%,80.0,1,5.0,2,45-54,345000,1
1,435000.0,102.0,38,95.0,1,5.0,1,25-34,455000,1
1,635000.0,277.0,39,84.0,1,5.0,1,35-44,765000,1
1,165000.0,42.0,49,96.5,1,5.0,2,55-64,165000,1
1,185000.0,64.0,20%-<30%,80.0,1,2.0,2,25-34,235000,1
1,245000.0,62.0,49,40.0,1,5.0,1,55-64,605000,1
0,75000.0,52.0,30%-<36%,,1,6.0,2,35-44,85000,1
1,115000.0,57.0,43,55.5,31,5.0,2,35-44,205000,1
1,455000.0,161.0,50%-60%,72.581,32,5.0,2,45-54,625000,1
1,625000.0,367.0,30%-<36%,90.0,1,5.0,1,35-44,695000,2
1,145000.0,42.0,44,97.0,1,5.0,1,25-34,155000,1
1,235000.0,116.0,30%-<36%,60.0,32,5.0,1,45-54,385000,1
0,75000.0,137.0,20%-<30%,62.5,2,6.0,1,45-54,125000,3
1,1365000.0,464.0,43,80.0,1,5.0,1,45-54,1705000,1
1,75000.0,95.0,<20%,25.926,1,5.0,1,35-44,275000,1
1,325000.0,187.0,37,44.51,1,6.0,3,55-64,725000,1
0,235000.0,124.0,30%-<36%,56.0,32,5.0,1,55-64,425000,1
0,625000.0,63.0,>60%,78.0,31,6.0,1,45-54,805000,1
1,285000.0,94.0,47,64.95,1,6.0,3,55-64,445000,3
0,35000.0,200.0,30%-<36%,80.0,4,5.0,1,35-44,405000,1
1,285000.0,73.0,49,96.5,1,5.0,2,35-44,285000,1
1,645000.0,436.0,43,68.0,1,5.0,1,55-64,965000,1
1,235000.0,76.0,47,100.428,1,5.0,2,<25,245000,1
0,285000.0,69.0,>60%,95.0,1,3.0,2,35-44,295000,1
1,325000.0,87.0,50%-60%,96.5,1,6.0,2,55-64,335000,1
1,65000.0,150.0,42,79.83,2,5.0,1,25-34,375000,1
1,315000.0,81.0,44,76.145,32,6.0,2,45-54,415000,1
1,645000.0,216.0,38,68.126,1,2.0,1,35-44,955000,1
1,255000.0,116.0,38,75.0,32,6.0,1,45-54,345000,1
0,105000.0,49.0,44,72.501,31,5.0,2,25-34,135000,1
0,125000.0,47.0,30%-<36%,36.0,31,5.0,1,>74,355000,1
0,295000.0,80.0,45,101.764,1,3.0,1,35-44,275000,1
1,255000.0,99.0,20%-<30%,,1,3.0,2,35-44,255000,1
1,635000.0,319.0,36,71.591,1,5.0,1,35-44,885000,1
1,265000.0,77.0,41,59.0,32,5.0,2,55-64,455000,1
0,45000.0,83.0,45,80.0,2,5.0,1,55-64,355000,1
1,185000.0,330.0,41,79.97,2,5.0,1,35-44,855000,1
1,275000.0,53.0,47,,1,2.0,2,25-34,275000,1
0,225000.0,24.0,>60%,64.29,1,6.0,1,25-34,355000,1
1,285000.0,151.0,46,81.62,1,5.0,2,35-44,345000,1
0,365000.0,130.0,43,96.5,1,6.0,1,25-34,375000,1
1,175000.0,31.0,47,90.0,1,5.0,2,35-44,195000,1
0,65000.0,30.0,>60%,48.438,31,6.0,1,65-74,125000,1
1,85000.0,42.0,30%-<36%,72.727,4,5.0,1,25-34,115000,1
1,205000.0,90.0,47,75.0,1,6.0,1,45-54,275000,1
1,1505000.0,548.0,Exempt,Exempt,1,5.0,2,55-64,Exempt,3
1,505000.0,213.0,46,71.033,1,5.0,1,55-64,705000,2
1,205000.0,58.0,50%-60%,96.5,1,5.0,2,45-54,215000,1
1,245000.0,224.0,36,66.666,1,5.0,2,45-54,375000,1
1,475000.0,137.0,42,88.679,1,6.0,1,35-44,535000,1
1,225000.0,53.0,45,74.93,32,5.0,2,35-44,305000,1
1,285000.0,136.0,20%-<30%,80.0,1,5.0,1,25-34,355000,1
1,85000.0,48.0,44,,1,5.0,1,65-74,95000,1
1,215000.0,116.0,30%-<36%,80.0,32,5.0,2,45-54,265000,1
1,245000.0,78.0,42,72.289,32,5.0,1,65-74,335000,1
1,645000.0,215.0,20%-<30%,90.0,1,2.0,1,35-44,715000,1
1,485000.0,83.0,44,85.0,1,5.0,2,45-54,575000,3
1,495000.0,178.0,30%-<36%,95.0,1,5.0,1,35-44,525000,1
1,135000.0,95.0,50%-60%,,1,5.0,1,25-34,135000,1
1,275000.0,60.0,46,79.999,1,2.0,1,55-64,345000,1
1,315000.0,94.0,30%-<36%,90.0,1,5.0,1,35-44,355000,1
1,645000.0,157.0,48,89.94,1,2.0,1,35-44,875000,1
1,875000.0,279.0,42,75.0,1,5.0,1,25-34,1165000,1
1,85000.0,183.0,48,75.07,4,5.0,2,35-44,815000,1
1,25000.0,55.0,30%-<36%,65.336,4,5.0,2,25-34,155000,1
0,105000.0,24.0,49,66.667,31,5.0,2,55-64,155000,1
0,115000.0,75.0,20%-<30%,,1,5.0,1,25-34,115000,1
1,95000.0,83.0,37,31.748,31,5.0,1,55-64,285000,1
1,235000.0,85.0,38,95.0,1,6.0,1,25-34,245000,1
1,115000.0,57.0,30%-<36%,53.0,31,6.0,3,25-34,215000,1
1,315000.0,130.0,30%-<36%,96.96,1,2.0,1,25-34,325000,1
1,225000.0,85.0,30%-<36%,42.0,32,5.0,2,45-54,545000,1
1,245000.0,61.0,45,95.0,1,5.0,1,35-44,255000,1
1,295000.0,125.0,30%-<36%,95.0,1,3.0,2,25-34,315000,1
1,165000.0,49.0,48,101.41,1,5.0,1,45-54,165000,1
0,415000.0,104.0,45,73.748,31,6.0,3,45-54,555000,1
1,285000.0,77.0,50%-60%,99.636,1,5.0,1,55-64,275000,1
1,325000.0,66.0,50%-60%,96.5,1,5.0,1,35-44,325000,1
0,125000.0,228.0,20%-<30%,72.76,2,5.0,2,55-64,555000,1
1,225000.0,55.0,50%-60%,95.0,1,5.0,2,25-34,235000,1
1,55000.0,108.0,42,79.481,32,5.0,1,45-54,315000,1
1,195000.0,53.0,37,96.98,1,5.0,1,25-34,195000,1
1,395000.0,88.0,47,94.999,1,6.0,1,<25,415000,1
1,645000.0,255.0,39,79.901,1,5.0,1,35-44,815000,1
1,435000.0,147.0,48,80.0,32,5.0,2,35-44,545000,1
1,255000.0,78.0,30%-<36%,74.97,32,3.0,2,45-54,345000,1
0,75000.0,31.0,30%-<36%,48.0,31,5.0,1,<25,155000,1
1,315000.0,173.0,47,95.0,1,5.0,1,55-64,335000,1
1,225000.0,58.0,44,77.288,32,6.0,1,45-54,295000,1
1,445000.0,123.0,49,69.0,1,5.0,1,35-44,655000,1
1,605000.0,190.0,38,80.0,1,5.0,1,25-34,755000,1
1,195000.0,145.0,48,44.419,31,5.0,2,35-44,435000,1
1,215000.0,52.0,42,95.0,1,5.0,1,45-54,225000,1
0,35000.0,22.0,<20%,35.71,2,1.0,1,>74,335000,1
1,205000.0,80.0,37,69.93,1,2.0,1,25-34,295000,3
1,295000.0,105.0,43,70.0,1,2.0,2,35-44,415000,1
1,65000.0,71.0,20%-<30%,61.646,2,5.0,2,35-44,355000,1
1,235000.0,44.0,43,100.0,1,5.0,2,25-34,235000,1
1,315000.0,194.0,20%-<30%,71.0,32,5.0,1,45-54,455000,1
1,325000.0,275.0,<20%,51.613,1,6.0,1,45-54,625000,1
1,525000.0,205.0,20%-<30%,80.0,32,2.0,1,45-54,655000,1
0,95000.0,36.0,>60%,,1,5.0,1,35-44,95000,1
1,405000.0,156.0,20%-<30%,80.0,1,3.0,2,55-64,505000,1
1,155000.0,35.0,37,66.25,32,6.0,2,65-74,245000,1
1,95000.0,115.0,20%-<30%,80.0,1,5.0,1,<25,115000,1
0,305000.0,67.0,>60%,42.86,4,5.0,2,55-64,705000,1
1,235000.0,83.0,40,80.0,32,5.0,1,55-64,295000,1
0,105000.0,191.0,20%-<30%,30.12,31,5.0,2,35-44,335000,1
0,115000.0,67.0,20%-<30%,37.603,31,6.0,1,45-54,295000,1
1,245000.0,159.0,<20%,75.0,32,5.0,1,35-44,325000,3
0,355000.0,98.0,30%-<36%,92.17,1,6.0,1,25-34,385000,1
1,95000.0,65.0,20%-<30%,52.0,31,2.0,1,25-34,195000,1
1,185000.0,135.0,20%-<30%,95.0,1,5.0,1,25-34,195000,1
1,385000.0,64.0,50%-60%,100.0,1,6.0,1,25-34,385000,1
1,625000.0,230.0,<20%,92.537,1,5.0,1,45-54,675000,1
1,355000.0,164.0,30%-<36%,64.18,1,5.0,1,45-54,555000,1
1,205000.0,174.0,46,75.0,1,2.0,1,45-54,275000,3
1,175000.0,93.0,47,70.0,1,6.0,3,45-54,245000,3
1,175000.0,100.0,41,72.0,32,5.0,1,45-54,245000,1
1,85000.0,73.0,44,,1,5.0,1,25-34,95000,1
1,1905000.0,1536.0,20%-<30%,73.077,1,5.0,1,55-64,2605000,2
1,175000.0,36.0,50%-60%,96.5,1,5.0,1,55-64,185000,1
1,335000.0,152.0,49,80.0,1,2.0,2,45-54,415000,3
1,155000.0,84.0,<20%,80.0,2,6.0,1,35-44,195000,1
1,525000.0,169.0,40,74.0,32,6.0,3,45-54,715000,1
1,505000.0,189.0,41,79.46,2,5.0,1,35-44,1355000,1
1,495000.0,135.0,50%-60%,92.25,1,5.0,1,55-64,525000,1
1,235000.0,109.0,42,80.0,32,6.0,2,55-64,295000,1
1,125000.0,104.0,30%-<36%,75.0,1,5.0,1,25-34,165000,3
1,185000.0,80.0,30%-<36%,80.0,32,3.0,2,35-44,225000,1
1,335000.0,156.0,38,70.0,1,6.0,1,35-44,485000,1
1,245000.0,114.0,48,89.58,31,5.0,2,45-54,275000,1
1,195000.0,377.0,43,64.0,4,5.0,1,45-54,2005000,1
0,195000.0,184.0,30%-<36%,91.202,31,5.0,1,55-64,455000,1
1,355000.0,192.0,20%-<30%,60.0,31,6.0,3,55-64,595000,1
0,195000.0,774.0,,44.0,32,6.0,2,35-44,605000,1
1,205000.0,84.0,45,77.56,32,5.0,1,55-64,295000,1
1,3005000.0,1714.0,20%-<30%,60.0,32,5.0,1,55-64,5005000,1
1,85000.0,49.0,,,31,5.0,1,25-34,,1
1,335000.0,160.0,20%-<30%,59.893,32,2.0,1,25-34,565000,1
0,155000.0,72.0,47,,1,1.0,1,<25,155000,1
1,225000.0,189.0,20%-<30%,72.065,1,6.0,1,55-64,315000,1
1,265000.0,130.0,39,93.328,1,5.0,1,55-64,285000,1
1,115000.0,29.0,50%-60%,30.0,32,5.0,2,45-54,395000,1
0,135000.0,76.0,>60%,,1,5.0,1,35-44,205000,1
1,275000.0,272.0,37,68.215,1,6.0,1,55-64,405000,3
1,735000.0,247.0,20%-<30%,74.974,1,5.0,1,35-44,975000,1
1,275000.0,108.0,37,80.0,1,5.0,2,45-54,345000,1
1,55000.0,166.0,30%-<36%,60.67,4,3.0,1,35-44,535000,1
1,245000.0,74.0,44,96.5,1,3.0,1,25-34,245000,1
1,345000.0,99.0,40,100.0,1,6.0,2,55-64,345000,1
0,205000.0,48.0,>60%,63.492,32,6.0,2,35-44,315000,1
1,345000.0,83.0,30%-<36%,97.0,1,5.0,1,45-54,355000,1
1,15000.0,66.0,<20%,108.829,1,5.0,1,25-34,235000,1
0,105000.0,55.0,44,,1,5.0,1,35-44,95000,1
1,645000.0,268.0,20%-<30%,79.777,1,6.0,1,65-74,805000,1
1,165000.0,344.0,30%-<36%,70.0,32,5.0,1,45-54,235000,3
1,195000.0,89.0,42,51.83,31,2.0,1,25-34,385000,3
1,255000.0,72.0,43,40.984,32,5.0,1,45-54,615000,1
0,215000.0,34.0,>60%,96.5,1,5.0,1,<25,215000,1
1,215000.0,49.0,48,,1,6.0,3,25-34,215000,1
1,85000.0,170.0,30%-<36%,95.0,1,6.0,3,35-44,545000,1
1,345000.0,130.0,46,80.0,1,5.0,2,25-34,435000,1
0,65000.0,34.0,>60%,,1,6.0,2,35-44,85000,1
1,165000.0,48.0,43,63.0,32,3.0,1,45-54,265000,1
0,345000.0,114.0,39,69.4,32,3.0,2,35-44,505000,1
0,225000.0,43.0,>60%,,1,5.0,2,25-34,215000,1
1,125000.0,54.0,30%-<36%,,1,6.0,3,25-34,115000,1
1,405000.0,116.0,50%-60%,100.0,1,6.0,1,35-44,405000,1
0,125000.0,71.0,20%-<30%,99.8,1,5.0,1,65-74,135000,1
1,215000.0,124.0,20%-<30%,89.429,1,5.0,2,25-34,235000,1
1,1245000.0,943.0,37,90.0,1,5.0,1,35-44,1555000,1
1,55000.0,141.0,42,79.634,2,6.0,1,25-34,455000,1
1,335000.0,150.0,46,95.0,1,5.0,1,25-34,355000,1
1,155000.0,52.0,20%-<30%,62.0,32,5.0,2,>74,255000,1
1,315000.0,77.0,50%-60%,100.0,1,5.0,1,55-64,305000,1
1,325000.0,70.0,47,100.0,1,5.0,1,65-74,325000,1
1,335000.0,127.0,40,96.5,1,5.0,2,45-54,335000,1
0,235000.0,120.0,<20%,98.0,1,6.0,1,25-34,245000,1
1,175000.0,124.0,40,70.0,1,6.0,1,35-44,255000,3
1,155000.0,44.0,44,64.0,32,5.0,1,55-64,235000,1
1,175000.0,0.0,,89.203,31,5.0,1,45-54,195000,1
1,425000.0,124.0,49,90.4,1,5.0,1,35-44,465000,1
0,95000.0,85.0,20%-<30%,96.499,1,5.0,2,65-74,95000,1
1,525000.0,192.0,43,98.74,1,5.0,1,35-44,545000,1
1,335000.0,90.0,39,95.0,1,5.0,1,55-64,355000,1
0,135000.0,206.0,20%-<30%,78.286,1,5.0,2,35-44,175000,3
1,135000.0,41.0,43,66.0,32,5.0,2,25-34,205000,1
1,185000.0,65.0,30%-<36%,60.0,32,3.0,1,65-74,315000,1
0,55000.0,37.0,20%-<30%,,1,5.0,1,45-54,55000,1
1,605000.0,270.0,30%-<36%,62.0,32,2.0,1,45-54,975000,1
1,205000.0,63.0,48,63.468,32,5.0,1,55-64,325000,1
1,155000.0,95.0,30%-<36%,78.0,32,5.0,1,45-54,205000,1
1,285000.0,92.0,50%-60%,91.48,1,5.0,2,35-44,305000,1
1,435000.0,113.0,20%-<30%,95.0,1,2.0,1,25-34,455000,1
1,355000.0,90.0,49,96.5,1,5.0,1,45-54,355000,1
1,605000.0,466.0,<20%,71.0,4,5.0,1,45-54,855000,1
1,325000.0,113.0,47,75.0,1,5.0,1,35-44,435000,3
1,225000.0,74.0,36,95.0,1,5.0,1,35-44,245000,1
0,65000.0,125.0,49,63.05,2,5.0,6,55-64,455000,1
1,405000.0,105.0,42,93.947,1,5.0,1,25-34,425000,1
1,65000.0,38.0,39,24.098,1,5.0,2,55-64,265000,1
1,85000.0,168.0,20%-<30%,54.45,2,5.0,1,25-34,685000,1
1,1415000.0,1084.0,<20%,80.0,1,5.0,1,35-44,1775000,1
0,65000.0,50.0,,79.48,32,3.0,2,65-74,245000,1
0,95000.0,288.0,<20%,,1,5.0,1,45-54,95000,1
1,175000.0,65.0,30%-<36%,95.0,1,6.0,1,25-34,185000,1
0,105000.0,29.0,50%-60%,27.52,2,3.0,1,65-74,365000,1
1,325000.0,79.0,37,66.0,31,6.0,1,45-54,495000,1
1,245000.0,101.0,42,69.57,32,3.0,1,65-74,345000,1
1,385000.0,73.0,50%-60%,100.0,1,5.0,2,35-44,385000,1
1,1485000.0,388.0,Exempt,Exempt,1,5.0,1,35-44,Exempt,1
0,325000.0,0.0,<20%,76.47,1,2.0,1,45-54,425000,1
1,175000.0,42.0,40,95.0,1,6.0,3,25-34,185000,1
1,195000.0,130.0,20%-<30%,55.652,32,5.0,1,25-34,345000,1
1,15000.0,77.0,45,73.314,2,3.0,2,55-64,205000,1
1,345000.0,89.0,50%-60%,96.5,1,6.0,3,55-64,355000,1
1,335000.0,168.0,20%-<30%,80.0,32,5.0,1,35-44,415000,1
1,65000.0,93.0,30%-<36%,75.0,1,5.0,2,35-44,85000,3
0,595000.0,408.0,<20%,83.099,1,6.0,1,45-54,715000,1
